deal_id,issue_date,issuer_name,issue_type,transaction_status,nation,filing_date,offer_price,stock_1d,stock_1w,stock_1m,ipo_proceeds,market_value_before,market_value_after,exchange,security_type,technique,spread,sub_region,region,economic_sector,business_sector,bookrunner,target_market
1.54E+11,7/18/2018,Constellation Pharmaceuticals Inc,IPO,Live,United States,7/18/2018,15,15.00472456,15.39035331,15.4117713,60,325.49,385.49,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,JP Morgan Securities LLC|Jefferies LLC|BMO Capital Markets|Oppenheimer & Co Inc,United States Of America (North America)
1.54E+11,7/18/2018,Allakos Inc,IPO,Live,United States,7/18/2018,18,35.05,39.97,38.81,147.66,744.43,892.09,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Goldman Sachs & Co|Jefferies LLC|William Blair & Co,United States Of America (North America)
1.54E+11,7/18/2018,First Western Financial Inc,IPO,Live,United States,7/18/2018,19,19.1,18.42,17.5,43.15,112.44,143.32,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,6.47,North America,Americas,Financials,Banking & Investment Services,Keefe Bruyette & Woods Inc|Stephens Inc|Sandler O'Neill Partners  L.P.,United States Of America (North America)
1.54E+11,7/18/2018,Tilray Inc,IPO,Live,United States,7/18/2018,17,29.77,26.4,29.27,153,1124.17,1277.17,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,BMO Capital Markets|Cowen & Co|Roth Capital Partners Inc|Northland Securities Inc|Eight Capital,United States Of America (North America)
1.54E+11,7/17/2018,Rubius Therapeutics Inc,IPO,Live,United States,7/17/2018,23,24.55,24.3,21.45,277.28,1537.59,1814.87,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,JP Morgan Securities LLC|Morgan Stanley & Co|Jefferies LLC|Leerink Partners LLC,United States Of America (North America)
1.54E+11,7/17/2018,"Coastal Financial Corp,Everett,Washington",IPO,Live,United States,7/17/2018,14.5,16.11,15.94,16.14,47.52,128.93,166.31,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,6,North America,Americas,Financials,Banking & Investment Services,Keefe Bruyette & Woods Inc|Hovde Group LLC,United States Of America (North America)
1.54E+11,7/17/2018,Crinetics Pharmaceuticals Inc,IPO,Live,United States,7/17/2018,17,22.66,25.35,29.97,117.3,289.14,406.44,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,JP Morgan Securities LLC|Leerink Partners LLC|Piper Jaffray Cos,United States Of America (North America)
1.54E+11,7/11/2018,Silvair Inc,IPO,Live,United States,7/11/2018,4.57,4.75,4.61,4.69,5.42,NA,NA,Warsaw,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,NA,North America,Americas,Technology,Software & IT Services,Trigon Dom Maklerski SA,Europe|Asia|United States Of America (North America)|Rest Of The World|Poland (Europe)
1.54E+11,7/3/2018,Provention Bio Inc,IPO,Live,United States,7/2/2018,4,4.008367351,4.204884742,4,60,40,100,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,5.25,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,MDB Capital Corp,United States Of America (North America)
1.54E+11,7/2/2018,Allegro Merger Corp,IPO,Live,United States,7/2/2018,10,10.05,10.05,10.19,149.5,37.38,186.88,Nasdaq,Units,Firm Commitment|Negotiated Sale,5.5,North America,Americas,Financials,Investment Holding Companies,Cantor Fitzgerald & Co|Chardan Capital Markets LLC|I-Bankers Securities Inc,United States Of America (North America)
1.54E+11,6/28/2018,Hl Acquisitions Corp,IPO,Live,United States,6/28/2018,10,0,0,0,50,14.38,64.38,Nasdaq,Units,Firm Commitment|Negotiated Sale,2.5,North America,Americas,Financials,Investment Holding Companies,Earlybirdcapital Inc,United States Of America (North America)
1.54E+11,6/28/2018,Domo Inc,IPO,Live,United States,6/28/2018,21,23.75,21.89,16.63,222.18,34.75,256.93,Nasdaq,Class B Common Shares,Firm Commitment|Negotiated Sale,7,North America,Americas,Technology,Software & IT Services,Morgan Stanley & Co|Allen & Co Inc|Credit Suisse Securities (USA) LLC|UBS Securities Inc|William Blair & Co|JMP Securities LLC|Cowen & Co,United States Of America (North America)
1.54E+11,6/27/2018,Translate Bio Inc,IPO,Live,United States,6/27/2018,13,12.65,13.17,14.38,121.55,460.56,582.11,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Citigroup Global Markets Inc|Leerink Partners LLC|Evercore Group,United States Of America (North America)
1.54E+11,6/27/2018,Forty Seven Inc,IPO,Live,United States,6/27/2018,16,16,15.85,16.44,129.44,366.8,496.25,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Morgan Stanley & Co|Credit Suisse Securities (USA) LLC|Canaccord Genuity|BTIG LLC|Oppenheimer & Co Inc,United States Of America (North America)
1.54E+11,6/27/2018,Everquote Inc,IPO,Live,United States,6/27/2018,18,18.12,17.88,15.91,84.38,387.24,443.49,Nasdaq,Class A Common Shares,Negotiated Sale|Firm Commitment,7,North America,Americas,Technology,Software & IT Services,JP Morgan Securities LLC|Merrill Lynch Pierce Fenner & Smith|Canaccord Genuity|JMP Securities LLC|Needham & Co LLC|Oppenheimer & Co Inc|Raymond James & Associates Inc|William Blair & Co,United States Of America (North America)
1.54E+11,6/27/2018,Brightview Holdings Inc,IPO,Live,United States,6/27/2018,22,21.95,22.25,22.82,538.89,1759.44,2298.33,New York Stock Exchange,Common Stock,Firm Commitment|Negotiated Sale,6,North America,Americas,Consumer Non-Cyclicals,Personal & Household Products & Services,Goldman Sachs & Co|JP Morgan Securities LLC|KKR Capital Markets LLC|UBS Securities Inc|Robert W Baird & Co Inc|Credit Suisse Securities (USA) LLC|Macquarie Capital (USA) Inc|Jefferies LLC|Mizuho Securities USA Inc|Morgan Stanley & Co|RBC Capital Markets LLC|Nomura Securities International Inc|Stifel Nicolaus & Co Inc|William Blair & Co|Moelis & Co|SMBC Nikko Securities America Inc,United States Of America (North America)
1.54E+11,6/27/2018,Neuronetics Inc,IPO,Live,United States,6/27/2018,17,26.61,25.88,25.92,93.5,191.17,284.67,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Healthcare Services & Equipment,Piper Jaffray|William Blair & Co|Canaccord Genuity|BTIG LLC|JMP Securities LLC,United States Of America (North America)
1.54E+11,6/27/2018,Bjs Wholesale Club Holdings  Inc,IPO,Live,United States,6/25/2018,17,23.65,23.75,24.94,733.13,1509.73,2242.86,New York Stock Exchange,Common Stock,Negotiated Sale|Firm Commitment,5.75,North America,Americas,Consumer Non-Cyclicals,Food & Drug Retailing,Merrill Lynch Pierce Fenner & Smith|Deutsche Bank Securities Inc|Goldman Sachs & Co|JP Morgan Securities LLC|Morgan Stanley & Co|Citigroup Global Markets Inc|Jefferies LLC|Wells Fargo Securities LLC|Nomura Securities International Inc|Robert W Baird & Co Inc|Guggenheim Securities LLC|Natixis Securities Americas LLC|William Blair & Co|Siebert Cisneros Shank & Co,United States Of America (North America)
1.54E+11,6/27/2018,Tricida Inc,IPO,Live,United States,6/27/2018,19,29.9,34.01,26.22,255.65,541.3,796.94,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Goldman Sachs & Co|JP Morgan Securities LLC|Cowen & Co,United States Of America (North America)
1.54E+11,6/27/2018,HyreCar Inc.,IPO,Live,United States,6/27/2018,5,5.05,5,3.36,12.6,39.73,52.33,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,8,North America,Americas,Industrials,Transportation,"Network 1 Financial Securities, Inc.|Benchmark Co LLC",United States Of America (North America)
1.54E+11,6/26/2018,The Lovesac Co,IPO,Live,United States,6/26/2018,16,21.33,21.94,20.5,56,97.24,153.24,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Consumer Cyclicals,Cyclical Consumer Products,"Roth Capital Partners Inc|Craig-Hallum, Inc.",United States Of America (North America)
1.54E+11,6/26/2018,Neon Therapeutics,IPO,Live,United States,6/15/2018,16,13.48,13.4,12.16,100,351.19,451.19,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Morgan Stanley & Co|Merrill Lynch Pierce Fenner & Smith|Mizuho Securities USA Inc|Oppenheimer & Co Inc,United States Of America (North America)
1.54E+11,6/21/2018,Electrocore Llc,IPO,Live,United States,6/21/2018,15,18.6,16.51,15.33,89.7,348.42,438.12,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Healthcare Services & Equipment,Cantor Fitzgerald & Co|Evercore Group|JMP Securities LLC|BTIG LLC,United States Of America (North America)
1.54E+11,6/20/2018,Aptinyx Inc,IPO,Live,United States,6/20/2018,16,20,23.41,20.35,117.76,418.18,535.94,NasdqDubai,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,JP Morgan Securities LLC|Cowen & Co|Leerink Partners LLC|BMO Capital Markets,United States Of America (North America)
1.54E+11,6/20/2018,Essential Properties Realty Trust Inc,IPO,Live,United States,6/20/2018,14,13.6,13.5,14.09,493.81,573.68,573.68,New York Stock Exchange,Common Stock,Negotiated Sale|Firm Commitment,6,North America,Americas,Real Estate,Real Estate,Goldman Sachs & Co|Citigroup Global Markets Inc|Barclays Capital Group|Merrill Lynch Pierce Fenner & Smith|Credit Suisse Securities (USA) LLC|RBC Capital Markets|SunTrust Robinson Humphrey|Evercore Group|Ladenburg Thalmann & Co,United States Of America (North America)
1.54E+11,6/20/2018,i3 Verticals Inc,IPO,Live,United States,6/20/2018,13,17.25,14.75,16.26,99.42,NA,105.23,Nasdaq,Class A Common Shares,Negotiated Sale|Firm Commitment,7,North America,Americas,Industrials,Industrial & Commercial Services,Cowen & Co|Raymond James & Associates Inc|KeyBanc Capital Markets Inc,United States Of America (North America)
1.54E+11,6/20/2018,Magenta Therapeutics,IPO,Live,United States,6/8/2018,15,14.5,13.68,14.16,100,415.55,515.55,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Consumer Non-Cyclicals,Food & Drug Retailing,"JP Morgan Securities LLC|Goldman Sachs & Co|Cowen & Co|Wedbush Securities, Inc.",United States Of America (North America)
1.54E+11,6/20/2018,AVROBIO Inc,IPO,Live,United States,6/20/2018,19,30.74,28.08,34.5,114.67,340.13,454.8,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,"Morgan Stanley & Co|Cowen & Co|Wells Fargo Securities LLC|Wedbush Securities, Inc.",United States Of America (North America)
1.54E+11,6/20/2018,Kezar Life Sciences Inc,IPO,Live,United States,6/20/2018,15,17.79,17.2,16.5,86.25,199.82,286.07,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Jefferies LLC|Cowen & Co|Wells Fargo Securities LLC|William Blair & Co,United States Of America (North America)
1.54E+11,6/20/2018,Xeris Pharmaceuticals Inc,IPO,Live,United States,6/20/2018,15,18.8,19.2,19.11,98.33,374.99,473.32,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Jefferies LLC|Leerink Partners LLC|RBC Capital Markets|Mizuho Securities USA LLC,United States Of America (North America)
1.54E+11,6/19/2018,LF Capital Acquisition Corp,IPO,Live,United States,6/19/2018,10,10,10.02,10.15,155.25,38.81,168.75,Nasdaq,Units,Firm Commitment|Negotiated Sale,5.5,North America,Americas,Financials,Investment Holding Companies,B Riley & Company|Raymond James & Associates Inc,United States Of America (North America)
1.54E+11,6/19/2018,Eidos Therapeutics Inc,IPO,Live,United States,6/19/2018,17,21.94,20.1,21.64,122.19,502.6,624.78,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,JP Morgan Securities LLC|Merrill Lynch Pierce Fenner & Smith|Barclays PLC,United States Of America (North America)
1.54E+11,6/18/2018,Thunder Bridge Acquisition Ltd,IPO,Live,United States,6/18/2018,10,10.04,10.04,10.12,258,64.69,322.69,Nasdaq,Units,Firm Commitment|Negotiated Sale,5.5,North America,Americas,Financials,Investment Holding Companies,Cantor Fitzgerald & Co|CLSA Equity Capital Markets Ltd|Chardan Capital Markets LLC,United States Of America (North America)
1.54E+11,6/14/2018,Avalara Inc,IPO,Live,United States,6/14/2018,24,44.11,51,43.75,207,1379.55,1586.55,New York Stock Exchange,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Technology,Software & IT Services,Goldman Sachs & Co|JP Morgan Securities LLC|Merrill Lynch Pierce Fenner & Smith|JMP Securities LLC|KeyBanc Capital Markets Inc|Stifel Nicolaus & Co Inc,United States Of America (North America)
1.54E+11,6/14/2018,Verrica Pharmaceuticals Inc,IPO,Live,United States,6/14/2018,15,18.5,20.03,18.87,86.25,299.2,385.45,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Healthcare,Healthcare Services & Equipment,Merrill Lynch Pierce Fenner & Smith|Jefferies LLC|Cowen & Co,United States Of America (North America)
1.54E+11,6/13/2018,US Xpress Enterprises Inc,IPO,Live,United States,6/13/2018,16,16.62,15.63,15.59,332.23,244.1,554.12,New York Stock Exchange,Class A Common Shares,Negotiated Sale|Firm Commitment,6.25,North America,Americas,Industrials,Transportation,Merrill Lynch Pierce Fenner & Smith|Morgan Stanley & Co LLC|JP Morgan Securities LLC|Wells Fargo Securities LLC|Stephens Inc|Stifel Nicolaus & Co Inc|WR Securities LLC,United States Of America (North America)
1.54E+11,6/13/2018,"Charah Solutions, Inc.",IPO,Live,United States,6/13/2018,12,11.7,11.27,10.65,88.24,NA,359.36,New York Stock Exchange,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Consumer Non-Cyclicals,Personal & Household Products & Services,Morgan Stanley & Co|Merrill Lynch Pierce Fenner & Smith|Stifel Nicolaus & Co Inc|Macquarie Capital (USA) Inc|First Analysis Securities Corporation|Houlihan Lokey,United States Of America (North America)
1.54E+11,6/11/2018,Far Point Acquisition Corp,IPO,Live,United States,6/11/2018,10,10.18,10.16,10.18,632.5,158.13,790.63,New York Stock Exchange,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,Credit Suisse Securities (USA) LLC|Merrill Lynch Pierce Fenner & Smith|I-Bankers Securities Inc,United States Of America (North America)
1.54E+11,6/8/2018,Meiragtx Holdings Plc,IPO,Live,United States,6/4/2018,15,14.57,14.45,12.5,75,332.76,407.76,Nasdaq,Ordinary Shares,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Merrill Lynch Pierce Fenner & Smith|Barclays Capital Group|Evercore Group|Chardan Capital Markets LLC,United States Of America (North America)
1.54E+11,6/7/2018,GS Acquisition Holdings Corp,IPO,Live,United States,5/22/2018,10,10.21,10.24,10.22,690,172.5,862.5,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,5.5,North America,Americas,Financials,Investment Holding Companies,Goldman Sachs & Co|Deutsche Bank Securities Inc,United States Of America (North America)
1.54E+11,5/30/2018,Hancock Jaffe Laboratories,IPO,Live,United States,5/30/2018,5,4.95,4.31,3.4,8.63,61.23,69.86,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,9,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,"Network 1 Financial Securities, Inc.|Benchmark Co LLC",United States Of America (North America)
1.54E+11,5/29/2018,Trident Acquisition Corp,IPO,Live,United States,3/14/2018,10,0,0,0,201.25,50.31,251.56,Nasdaq,Units,Negotiated Sale|Firm Commitment,5,North America,Americas,Financials,Investment Holding Companies,Chardan Capital Markets LLC|I-Bankers Securities Inc,United States Of America (North America)
1.54E+11,5/23/2018,GreenSky Inc,IPO,Live,United States,5/23/2018,23,24.77,26.77,23.69,1005.1,1192.23,1192.23,NA,Class A Common Shares,Negotiated Sale|Firm Commitment,5,North America,Americas,Technology,Software & IT Services,Goldman Sachs & Co|JP Morgan Securities LLC|Morgan Stanley & Co|Merrill Lynch Pierce Fenner & Smith|Citigroup Global Markets Inc|Credit Suisse Securities (USA) LLC|SunTrust Robinson Humphrey|Raymond James & Associates Inc|Sandler O'Neill Partners  L.P.|Fifth Third Securities Inc|Guggenheim Securities LLC,United States Of America (North America)
1.54E+11,5/23/2018,Scholar Rock Holding Corp,IPO,Live,United States,5/23/2018,14,15,17.49,23.17,86.3,267.13,353.42,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,"Jefferies LLC|Cowen & Co|BMO Capital Markets|Wedbush Securities, Inc.",United States Of America (North America)
1.54E+11,5/23/2018,Kiniksa Pharmaceuticals LTD,IPO,Live,United States,5/23/2018,18,19.41,17.11,19.25,170.72,212.7,383.41,Nasdaq,Class A Common Shares,Negotiated Sale|Firm Commitment,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,"Goldman Sachs & Co|JP Morgan Securities LLC|JMP Securities LLC|Wedbush Securities, Inc.",United States Of America (North America)
1.54E+11,5/22/2018,Evo Payments INC,IPO,Live,United States,5/22/2018,16,19.5,20.57,22.2,257.6,NA,242.27,Nasdaq,Class A Common Shares,Firm Commitment|Negotiated Sale,6.5,North America,Americas,Industrials,Industrial & Commercial Services,JP Morgan Securities LLC|Merrill Lynch Pierce Fenner & Smith|Citigroup Global Markets Inc|Deutsche Bank Securities Inc|SunTrust Robinson Humphrey|Barclays|Cowen & Co|Goldman Sachs & Co|Regions Securities LLC|William Blair & Co|Dom Maklerski PKO BP,United States Of America (North America)
1.54E+11,5/16/2018,Pluralsight Inc,IPO,Live,United States,5/16/2018,15,20.88,21.25,27.91,357.08,236.76,593.83,NA,Class A Common Shares,Firm Commitment|Negotiated Sale,7,North America,Americas,Technology,Software & IT Services,Morgan Stanley & Co|JP Morgan Securities LLC|Barclays PLC|Merrill Lynch Pierce Fenner & Smith|First Analysis Securities Corporation|Needham & Co LLC|Raymond James & Associates Inc|SunTrust Robinson Humphrey,United States Of America (North America)
1.54E+11,5/15/2018,VectoIQ Acquisition Corp,IPO,Live,United States,5/7/2018,10,10,10.01,9.57,230,57.5,287.5,Nasdaq,Units,Firm Commitment|Negotiated Sale,2,North America,Americas,Financials,Investment Holding Companies,Cowen & Co|Chardan Capital Markets LLC,United States Of America (North America)
1.54E+11,5/15/2018,Trinity Merger Corp,IPO,Live,United States,4/26/2018,10,10.04,10.03,10.13,345,86.25,431.25,Nasdaq,Units,Negotiated Sale|Firm Commitment,5.5,North America,Americas,Financials,Investment Holding Companies,B Riley & Company,United States Of America (North America)
1.54E+11,5/9/2018,AXA Equitable Holdings Inc,IPO,Live,United States,5/2/2018,20,21.39,21.68,21.26,3156.75,11220,11220,New York Stock Exchange,Common Stock,Negotiated Sale|Firm Commitment,2.25,North America,Americas,Financials,Insurance,Morgan Stanley & Co LLC|JP Morgan Securities LLC|Barclays Capital Group|Citigroup Global Markets Inc|Merrill Lynch Pierce Fenner & Smith|Credit Suisse Securities (USA) LLC|Deutsche Bank Securities Inc|Goldman Sachs & Co|BNP Paribas Securities Corp|SG Americas Securities LLC|ING FINANCIAL MARKETS LLC|Credit Agricole Securities Asia BV|HSBC Securities (USA) Inc|Natixis Securities Americas LLC|RBC Capital Markets LLC|Lazard Freres & Co LLC|BBVA Securities|Commerz Markets LLC|Mizuho Securities USA Inc|MUFG Securities Americas Inc|PNC Capital Markets|SMBC Nikko Securities America Inc|SunTrust Robinson Humphrey|UniCredit,United States Of America (North America)
1.54E+11,5/8/2018,Origin Bancorp Inc,IPO,Live,United States,5/8/2018,34,36.74,36.77,38.84,123.63,668.97,753.97,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Financials,Banking & Investment Services,Stephens Inc|Raymond James|Keefe Bruyette & Woods Inc|Sandler O'Neill Partners  L.P.,United States Of America (North America)
1.54E+11,5/8/2018,Evelo Biosciences Inc,IPO,Live,United States,5/8/2018,16,16.15,16.01,15.95,85,66.75,509.93,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Morgan Stanley & Co|Cowen & Co|BMO Capital Markets|JMP Securities LLC,United States Of America (North America)
1.54E+11,5/3/2018,Spirit of Texas Bancshares Inc,IPO,Live,United States,5/3/2018,21,22.15,21.38,21.12,42,157.22,199.22,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Financials,Banking & Investment Services,Stephens Inc|Keefe Bruyette & Woods Inc|Piper Jaffray Cos|Sandler O'Neill Partners  L.P.,United States Of America (North America)
1.54E+11,5/3/2018,Carbon Black Inc,IPO,Live,United States,5/3/2018,19,24.68,23.44,23.74,174.8,1098.68,1273.48,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Technology,Software & IT Services,Morgan Stanley & Co|JP Morgan Securities LLC|KeyBanc Capital Markets Inc|William Blair & Co|Raymond James & Associates Inc|Cowen & Co,United States Of America (North America)
1.54E+11,5/3/2018,BayCom Corp,IPO,Live,United States,5/3/2018,22,23.1,23.09,24.11,72.14,164.93,237.07,Nasdaq|OTC,Common Stock,Firm Commitment|Negotiated Sale,6,North America,Americas,Financials,Banking & Investment Services,Fig Partners LLC|DA Davidson & Co Inc,United States Of America (North America)
1.54E+11,5/3/2018,Construction Partners Inc,IPO,Live,United States,5/3/2018,12,12.05,12.03,12.69,143.4,500.3,609.81,Nasdaq,Class A Common Shares,Negotiated Sale|Firm Commitment,7,North America,Americas,Industrials,Industrial & Commercial Services,Robert W Baird & Co Inc|Raymond James & Associates Inc|Stephens Inc|Imperial Capital Corp.|DA Davidson & Co Inc,United States Of America (North America)
1.54E+11,5/2/2018,Inspire Medical Systems Inc,IPO,Live,United States,5/2/2018,16,24.47,25.51,30,124.2,1424.08,1548.28,New York Stock Exchange,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Healthcare,Healthcare Services & Equipment,Merrill Lynch Pierce Fenner & Smith|Goldman Sachs & Co|Guggenheim Securities LLC|Stifel Nicolaus & Co Inc|Wells Fargo Securities LLC,United States Of America (North America)
1.54E+11,5/2/2018,UNITY Biotechnology Inc,IPO,Live,United States,4/23/2018,17,16.75,15.94,14.9,85,627.36,712.36,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Goldman Sachs & Co|Morgan Stanley & Co|Citigroup Global Markets Inc|Mizuho Securities USA LLC,United States Of America (North America)
1.54E+11,5/1/2018,Permrock Royalty Trust,IPO,Live,United States,5/1/2018,17,15,15.57,15.89,106.25,NA,206.82,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,6.25,North America,Americas,Energy,Energy - Fossil Fuels,Wells Fargo Securities LLC|Goldman Sachs & Co|UBS Investment Bank|Deutsche Bank Securities Inc|Jefferies LLC|Stifel Nicolaus & Co Inc|Oppenheimer & Co Inc|BB&T Capital Markets|Janney Montgomery Scott LLC,United States Of America (North America)
1.54E+11,4/30/2018,Xspand Products Lab Inc,IPO,Live,United States,4/30/2018,5,5.87,5.41,7.01,6.51,NA,NA,Nasdaq,Common Stock,Negotiated Sale,NA,North America,Americas,Consumer Cyclicals,Cyclical Consumer Products,Alexander Capital Group Inc,United States Of America (North America)
1.54E+11,4/26/2018,Goosehead Insurance Inc,IPO,Live,United States,4/26/2018,10,14.8,15.35,16.41,98.1,NA,122.54,Nasdaq,Class A Common Shares,Negotiated Sale|Firm Commitment,7,North America,Americas,Financials,Insurance,JP Morgan Securities LLC|Merrill Lynch Pierce Fenner & Smith|Keefe Bruyette & Woods Inc|William Blair & Co,United States Of America (North America)
1.54E+11,4/26/2018,Smartsheet Inc,IPO,Live,United States,4/26/2018,15,19.3,18.88,22.53,200.69,NA,174.51,New York Stock Exchange,Class A Common Shares,Negotiated Sale|Firm Commitment,7,North America,Americas,Technology,Software & IT Services,Morgan Stanley & Co LLC|JP Morgan Securities LLC|Jefferies LLC|RBC Capital Markets|Canaccord Genuity|William Blair & Co|SunTrust Robinson Humphrey,United States Of America (North America)
1.54E+11,4/26/2018,DocuSign Inc,IPO,Live,United States,4/26/2018,29,38.63,41.09,46.37,723.7,3945.45,4505.56,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,5.5,North America,Americas,Technology,Software & IT Services,Morgan Stanley & Co|JP Morgan Securities LLC|Citigroup Global Markets Inc|Merrill Lynch Pierce Fenner & Smith|Deutsche Bank Securities Inc|JMP Securities LLC|Piper Jaffray Cos|William Blair & Co,United States Of America (North America)
1.54E+11,4/25/2018,nLIGHT Inc,IPO,Live,United States,4/25/2018,16,25.01,29.39,36.37,96,2209.71,2305.71,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Technology,Technology Equipment,Stifel Nicolaus & Co Inc|Raymond James & Associates Inc|Needham & Co LLC|Canaccord Genuity|DA Davidson & Co Inc,United States Of America (North America)
1.54E+11,4/25/2018,CERIDIAN HCM HOLDING INC.,IPO,Live,United States,4/25/2018,22,30.52,33.79,33.71,531.3,NA,2998.96,New York Stock Exchange,Common Stock,Firm Commitment|Negotiated Sale,5.5,North America,Americas,Financials,Banking & Investment Services,Goldman Sachs & Co|JP Morgan Securities LLC|Credit Suisse Securities (USA) LLC|Deutsche Bank Securities Inc|Barclays|Citigroup Global Markets Inc|Jefferies LLC|CIBC Capital Markets|Wells Fargo Securities LLC|Robert W Baird & Co Inc|Canaccord Genuity|Piper Jaffray Cos|William Blair & Co|MUFG Securities Americas Inc,United States Of America (North America)
1.54E+11,4/20/2018,Level One Bancorp Inc,IPO,Live,United States,4/20/2018,28,28.51,29,28.78,38.64,184.34,216.56,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,6.5,North America,Americas,Financials,Banking & Investment Services,Raymond James & Associates Inc|Keefe Bruyette & Woods Inc|Piper Jaffray Cos,United States Of America (North America)
1.54E+11,4/19/2018,Pivotal Software Inc,IPO,Live,United States,4/19/2018,15,17.26,18.17,18.11,638.25,625.58,1205.58,NA,Class A Common Shares,Firm Commitment|Negotiated Sale,5.5,North America,Americas,Technology,Software & IT Services,Morgan Stanley & Co|Goldman Sachs & Co|Citigroup Global Markets Inc|Merrill Lynch Pierce Fenner & Smith|Barclays Capital Group|Credit Suisse Securities (USA) LLC|RBC Capital Markets|UBS Investment Bank (USA)|Wells Fargo Securities LLC|KeyBanc Capital Markets Inc|William Blair & Co|Samuel A. Ramirez & Co.|Siebert Cisneros Shank & Co|Williams Capital Group LP|Mischler Financial Group Inc,United States Of America (North America)
1.54E+11,4/19/2018,Surface Oncology Inc,IPO,Live,United States,4/18/2018,15,12.95,14.35,15,108,294.46,402.46,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Goldman Sachs & Co|Cowen & Co|Evercore Group,United States Of America (North America)
