Deal PermID,Dates: Issue Date,Issuer/Borrower Name Full,"Issue Type
('|')",Transaction Status,Issuer/Borrower Nation,Current Filing Date,Offer Price,"Stock Price 1 Day After Offer
(USD)","Stock Price 1 Week After Offer
(USD)","Stock Price 4 Weeks After Offer
(USD)","Proceeds Amount Incl Overallotment Sold All Markets
(USD, Millions)","Financials: Market Value Before Offer
(USD, Millions)","Financials: Market Value After Offer
(USD, Millions)","Issuer/Borrower Stock Exchange Name
('|')",Security Type,"Offering Technique
('|')",Fees: Gross Spread as Pct of Principal Amount This Market,Domicile Nation Sub Region,Domicile Nation Region,Issuer/Borrower TRBC Economic Sector,Issuer/Borrower TRBC Business Sector,"Book Or Co-Managers
('|')","Target Market
('|')"
154087299680,2021-10-13,Black Mountain Acquisition Corp,IPO,Live,United States,2021-09-24,10.00,10.05,10.10,10.17,276.00 ,57.50,333.50,New York Stock Exchange,Units,Negotiated Sale|Firm Commitment,2.00,North America,Americas,Financials,Investment Holding Companies,Earlybirdcapital Inc|Stephens Inc,United States Of America (North America)
154087303904,2021-10-13,Rose Hill Acquisition Corp,IPO,Live,United States,2021-10-08,10.00,10.04,10.04,10.09,143.75 ,50.31,194.06,Nasdaq,Units,Firm Commitment|Negotiated Sale,2.00,North America,Americas,Financials,Investment Holding Companies,Cantor Fitzgerald & Co,United States Of America (North America)
154087309090,2021-10-13,GitLab Inc,IPO,Live,United States,2021-10-12,77.00,115.00,NA,NA,880.88 ,88.61,817.03,Nasdaq,Class A Common Shares,Negotiated Sale|Firm Commitment,5.25,North America,Americas,Technology,Software & IT Services,Goldman Sachs & Co|JP Morgan Securities LLC|BofA Securities Inc|UBS Securities LLC|RBC Capital Markets LLC|Truist Securities Inc|Piper Sandler & Co|Cowen & Co|KeyBanc Capital Markets Inc|William Blair & Co,United States Of America (North America)
154087313353,2021-10-13,Lucid Diagnostics Inc,IPO,Live,United States,2021-10-07,14.00,9.35,10.75,9.66,70.00 ,314.77,384.77,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Healthcare Services & Equipment,Cantor Fitzgerald & Co|Canaccord Genuity LLC|Needham & Co LLC|BTIG LLC,United States Of America (North America)
154087288814,2021-10-12,Healthcare Triangle Inc,IPO,Live,United States,2021-10-07,4.00,3.50,2.90,2.75,13.05 ,118.96,132.01,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,8.00,North America,Americas,Technology,Software & IT Services,"EF Hutton|Joseph Gunnar & Co., LLC",United States Of America (North America)
154087309451,2021-10-12,Avidxchange Holdings Inc,IPO,Live,United States,2021-10-04,25.00,24.34,23.50,24.68,673.62 ,4233.75,4907.38,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,6.00,North America,Americas,Industrials,Industrial & Commercial Services,Goldman Sachs & Co|JP Morgan Securities LLC|BofA Securities Inc|Barclays Capital Inc|Credit Suisse Securities (USA) LLC|KeyBanc Capital Markets Inc|Deutsche Bank Securities Inc|Piper Sandler & Co|Nomura Securities International Inc|Fifth Third Securities Inc,United States Of America (North America)
154087126542,2021-10-08,Learn CW Investment Corp,IPO,Live,United States,2021-09-17,10.00,NA,NA,NA,230.00 ,71.88,301.88,New York Stock Exchange,Units,Negotiated Sale|Firm Commitment,2.00,North America,Americas,Financials,Investment Holding Companies,Evercore Group,United States Of America (North America)
154087244051,2021-10-08,Cognition Therapeutics Inc,IPO,Live,United States,2021-10-04,12.00,12.30,11.90,12.02,52.00 ,211.24,263.24,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,B Riley Securities Inc|Oppenheimer & Co Inc,United States Of America (North America)
154087256273,2021-10-08,Hawks Acquisition Corp,IPO,Live,United States,2021-07-29,10.00,9.89,9.95,9.95,230.00 ,57.50,250.00,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,2.00,North America,Americas,Financials,Investment Holding Companies,BTIG LLC|Mizuho Securities USA LLC|Imperial Capital LLC,United States Of America (North America)
154087102164,2021-10-07,Schultze Special Purpose Acquisition Corp II,IPO,Live,United States,2021-09-22,10.00,9.95,9.91,10.00,165.00 ,43.13,187.50,Nasdaq,Units,Negotiated Sale|Firm Commitment,2.00,North America,Americas,Financials,Investment Holding Companies,Stifel Nicolaus & Co Inc|Mizuho Securities USA Inc,United States Of America (North America)
154087246520,2021-10-07,Isoplexis Corp,IPO,Live,United States,2021-10-07,15.00,12.58,11.90,14.79,125.00 ,457.67,582.66,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Healthcare Services & Equipment,Morgan Stanley & Co|Cowen & Co|Evercore Group|SVB Leerink LLC,United States Of America (North America)
154087309088,2021-10-07,Pyxis Oncology Inc,IPO,Live,United States,2021-10-07,16.00,12.00,11.77,12.08,168.00 ,355.75,523.75,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,BofA Securities Inc|Jefferies LLC|Credit Suisse Securities (USA) LLC|William Blair & Co|LifeSci Capital LLC,United States Of America (North America)
154087301335,2021-10-06,Life Time Group Holdings Inc,IPO,Live,United States,2021-10-06,18.00,17.20,17.22,18.24,730.46 ,2734.53,3446.62,New York Stock Exchange,Common Stock,Firm Commitment|Negotiated Sale,4.62,North America,Americas,Consumer Cyclicals,Cyclical Consumer Services,Goldman Sachs & Co|Morgan Stanley & Co LLC|BofA Securities Inc|Deutsche Bank Securities Inc|JP Morgan Securities LLC|Wells Fargo Securities LLC|BMO Capital Markets|Mizuho Securities USA Inc|RBC Capital Markets LLC|Guggenheim Securities LLC|Oppenheimer & Co Inc (DO NOT USE after 9/2/2003)|BTIG LLC|TPG Capital BD LLC|Amerivet Securities Inc|Blaylock Van LLC|Siebert Williams Shank & Co,United States Of America (North America)
154087304895,2021-10-06,Theseus Pharmaceuticals Inc,IPO,Live,United States,2021-10-06,16.00,16.80,15.85,19.68,178.76 ,440.49,619.24,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,"Jefferies LLC|SVB Leerink LLC|Cantor Fitzgerald & Co|Wedbush Securities, Inc.",United States Of America (North America)
154087093464,2021-10-05,Avalon Acquisition Inc,IPO,Live,United States,2021-10-05,10.00,10.04,10.03,10.07,207.00 ,51.75,226.35,Nasdaq,Units,Negotiated Sale|Firm Commitment,2.00,North America,Americas,Financials,Investment Holding Companies,Maxim Group LLC,United States Of America (North America)
154087233299,2021-10-05,Parsec Capital Acquisitions Corp,IPO,Live,United States,2021-09-01,10.00,10.12,10.13,10.19,86.25 ,21.56,93.75,Nasdaq,Units,Firm Commitment|Negotiated Sale,2.00,North America,Americas,Financials,Investment Holding Companies,EF Hutton,United States Of America (North America)
154087242348,2021-10-05,Enphys Acquisition Corp,IPO,Live,United States,2021-07-15,10.00,9.82,9.86,9.84,345.00 ,86.25,375.00,New York Stock Exchange,Units,Negotiated Sale|Firm Commitment,2.00,North America,Americas,Financials,Investment Holding Companies,Credit Suisse Securities (USA) LLC|BTIG LLC,United States Of America (North America)
154087299318,2021-10-05,Volcon Inc,IPO,Live,United States,2021-09-10,5.50,8.70,7.82,11.95,17.89 ,14.13,32.02,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,8.00,North America,Americas,Consumer Cyclicals,Automobiles & Auto Parts,Aegis Capital Corp.,United States Of America (North America)
154087301323,2021-10-05,Phoenix Biotech Acquisition Corp,IPO,Live,United States,2021-09-13,10.00,10.10,10.12,10.12,175.00 ,46.79,221.79,Nasdaq,Units,Negotiated Sale|Firm Commitment,2.00,North America,Americas,Financials,Investment Holding Companies,Cantor Fitzgerald & Co,United States Of America (North America)
154087194165,2021-10-04,Mount Rainier Acquisition Corp,IPO,Live,United States,2021-10-01,10.00,10.08,10.08,10.11,172.50 ,43.13,215.63,Nasdaq,Units,Firm Commitment|Negotiated Sale,0.30,North America,Americas,Financials,Investment Holding Companies,Alliance Global Partners|Brookline Capital Markets,United States Of America (North America)
154087290071,2021-10-04,Crixus BH3 Acquisition Corp,IPO,Live,United States,2021-10-04,10.00,9.93,9.94,9.96,230.00 ,57.50,250.00,Nasdaq,Units,Firm Commitment|Negotiated Sale,2.00,North America,Americas,Financials,Investment Holding Companies,Guggenheim Securities LLC|BTIG LLC,United States Of America (North America)
154087220413,2021-09-30,dMY Technology Group Inc VI,IPO,Live,United States,2021-09-27,10.00,10.12,10.14,10.20,241.50 ,43.75,285.25,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,2.00,North America,Americas,Financials,Investment Holding Companies,Goldman Sachs & Co|Needham & Co LLC,United States Of America (North America)
154087294154,2021-09-30,Monterey Bio Acquisition Corp,IPO,Live,United States,2021-09-23,10.00,10.13,10.17,10.17,115.00 ,28.75,143.75,Nasdaq,Units,Negotiated Sale|Firm Commitment,2.00,North America,Americas,Financials,Investment Holding Companies,Chardan Capital Markets LLC|B Riley FBR,United States Of America (North America)
154087294378,2021-09-30,First Watch Restaurants Inc,IPO,Live,United States,2021-09-22,18.00,21.50,22.31,21.58,195.80 ,NA,1037.33,NA,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Consumer Cyclicals,Cyclical Consumer Services,BofA Securities Inc|Goldman Sachs & Co|Jefferies LLC|Barclays Capital Inc|Citigroup Global Markets Inc|Piper Sandler & Co|Cowen & Co|Guggenheim Securities LLC|Stifel Nicolaus & Co Inc|Telsey Advisory Group LLC,United States Of America (North America)
154087297119,2021-09-30,Marblegate Acquisition Corp,IPO,Live,United States,2021-09-09,10.00,9.97,10.00,9.97,300.00 ,118.11,418.11,Nasdaq,Units,Negotiated Sale|Firm Commitment,2.00,North America,Americas,Financials,Investment Holding Companies,Cantor Fitzgerald & Co,United States Of America (North America)
154087067085,2021-09-29,Artemis Strategic Investment Corp,IPO,Live,United States,2021-03-19,10.00,10.05,10.03,10.04,201.25 ,43.13,244.38,Nasdaq,Units,Negotiated Sale|Firm Commitment,2.00,North America,Americas,Financials,Investment Holding Companies,Barclays Capital Inc|BMO Capital Markets,United States Of America (North America)
154087285145,2021-09-29,Olaplex Holdings Inc,IPO,Live,United States,2021-09-20,21.00,22.90,25.20,26.18,1779.86 ,13610.62,13610.62,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,5.25,North America,Americas,Consumer Non-Cyclicals,Personal & Household Products & Services,Goldman Sachs & Co|JP Morgan Securities LLC|Morgan Stanley & Co LLC|Barclays Capital Inc|BofA Securities Inc|Evercore Group|Jefferies LLC|Raymond James & Associates Inc|Cowen & Co|Piper Sandler & Co|Truist Securities Inc|Telsey Advisory Group LLC|Drexel Hamilton LLC|Loop Capital Markets,United States Of America (North America)
154087291705,2021-09-29,Home Plate Acquisition Corp,IPO,Live,United States,2021-09-03,10.00,9.86,9.89,9.89,200.00 ,NA,250.00,Nasdaq,Units,Negotiated Sale|Firm Commitment,2.00,North America,Americas,Financials,Investment Holding Companies,Jefferies LLC|Ladenburg Thalmann & Co,United States Of America (North America)
154087103651,2021-09-28,Hennessy Capital Investment Corp VI,IPO,Live,United States,2021-09-03,10.00,9.95,9.96,9.94,340.93 ,57.50,398.43,Nasdaq,Units,Negotiated Sale|Firm Commitment,2.00,North America,Americas,Financials,Investment Holding Companies,Citigroup Global Markets Inc|Barclays Capital Inc|DA Davidson & Co Inc|Northland Capital Markets,United States Of America (North America)
154087301220,2021-09-28,MELI Kaszek Pioneer Corp,IPO,Live,United States,2021-09-13,10.00,11.05,12.06,13.03,287.50 ,127.39,370.00,Nasdaq,Class A Common Shares,Firm Commitment|Negotiated Sale,2.00,North America,Americas,Financials,Investment Holding Companies,BofA Securities Inc|Goldman Sachs & Co|Allen & Co Inc|JP Morgan Securities LLC,United States Of America (North America)
154087125544,2021-09-27,Parabellum Acquisition Corp,IPO,Live,United States,2021-09-03,10.00,9.96,9.96,10.17,143.75 ,35.94,179.69,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,2.00,North America,Americas,Financials,Investment Holding Companies,B Riley Securities Inc,United States Of America (North America)
154087299298,2021-09-27,Berenson Acquisition Corp I,IPO,Live,United States,2021-09-27,10.00,9.84,9.85,9.90,275.10 ,71.88,312.50,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,2.00,North America,Americas,Financials,Investment Holding Companies,BofA Securities Inc|Wells Fargo Securities LLC,United States Of America (North America)
154087322159,2021-09-27,Blackrock Esg Capital Allocation Trust,IPO,Live,United States,2021-08-16,20.00,20.08,20.01,20.00,2040.00 ,NA,NA,New York Stock Exchange,Common Stock,Negotiated Sale|Firm Commitment,NA,North America,Americas,Financials,Banking & Investment Services,"BofA Securities Inc|Morgan Stanley & Co LLC|UBS Securities LLC|Wells Fargo Securities LLC|Ameriprise Financial Inc|Oppenheimer & Co Inc|RBC Capital Markets|Stifel Nicolaus & Co Inc|B Riley Securities Inc|Brookline Capital Markets|DA Davidson & Co Inc|Drexel Hamilton LLC|Hennion & Walsh, Inc|Hilltop Securities Inc|InspereX LLC|Janney Montgomery Scott LLC|JonesTrading Institutional Services LLC|Maxim Group LLC|Newbridge Securities|Pershing LLC|Wedbush Securities, Inc.|Aegis Capital Corp.|Alexander Capital LP|Alliance Global Partners|American Veterans Group PBC|Amerivet Securities Inc|Bancroft Capital LLC|Beech Hill Securities Inc|GMS Group|Joseph Gunnar & Co., LLC|Ladenburg Thalmann & Co|Laidlaw & Co (UK) Ltd|Northland Securities Inc|Synovus Securities Inc|Wintrust Financial Corp",United States Of America (North America)
154087103352,2021-09-23,GigCapital5 Inc,IPO,Live,United States,2021-09-20,10.00,10.20,10.23,10.22,230.00 ,100.63,330.63,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,2.00,North America,Americas,Financials,Investment Holding Companies,Wells Fargo Securities LLC|William Blair & Co,United States Of America (North America)
154087278779,2021-09-23,Direct Selling Acquisition Corp,IPO,Live,United States,2021-08-23,10.00,10.07,10.07,10.07,230.00 ,57.50,287.50,New York Stock Exchange,Units,Negotiated Sale|Firm Commitment,2.00,North America,Americas,Financials,Investment Holding Companies,BTIG LLC|I-Bankers Securities Inc,United States Of America (North America)
154087286825,2021-09-23,Clearwater Analytics Holdings Inc,IPO,Live,United States,2021-09-14,18.00,25.21,24.46,26.26,621.00 ,231.59,852.59,New York Stock Exchange,Class A Common Shares,Firm Commitment|Negotiated Sale,6.25,North America,Americas,Technology,Software & IT Services,Goldman Sachs & Co|JP Morgan Securities LLC|Morgan Stanley & Co LLC|Credit Suisse Securities (USA) LLC|RBC Capital Markets LLC|Wells Fargo Securities LLC|Oppenheimer & Co Inc|Piper Sandler & Co|William Blair & Co|BNP Paribas Securities Corp|DA Davidson & Co Inc|Amerivet Securities Inc|Loop Capital Markets|Penserra Capital Management LLC|R Seelaus & Company Inc|Siebert Williams Shank & Co,United States Of America (North America)
154087288801,2021-09-23,Cue Health Inc,IPO,Live,United States,2021-09-23,16.00,18.63,10.75,9.93,230.00 ,2099.98,2329.98,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Technology,Software & IT Services,Goldman Sachs & Co|Morgan Stanley & Co LLC|Cowen & Co|BTIG LLC,United States Of America (North America)
154087097597,2021-09-22,Live Oak Crestview Climate Acquisition Corp,IPO,Live,United States,2021-06-21,10.00,9.83,9.81,9.87,200.00 ,71.88,271.88,New York Stock Exchange,Units,Negotiated Sale|Firm Commitment,2.00,North America,Americas,Financials,Investment Holding Companies,Jefferies LLC|BofA Securities Inc,United States Of America (North America)
154087165120,2021-09-22,Remitly Global Inc,IPO,Live,United States,2021-09-14,43.00,44.08,36.70,35.50,523.00 ,6613.24,6914.24,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,5.51,North America,Americas,Industrials,Industrial & Commercial Services,JP Morgan Securities LLC|Goldman Sachs & Co|Barclays Capital Inc|Citigroup Global Markets Inc|William Blair & Co|JMP Securities LLC|KeyBanc Capital Markets Inc|Nomura Securities International Inc|Blaylock Van LLC|Cabrera Capital Markets Inc,United States Of America (North America)
154087243775,2021-09-22,Thorne Healthtech Inc,IPO,Live,United States,2021-09-13,10.00,8.35,8.65,8.25,70.00 ,455.15,525.15,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,BofA Securities Inc|Cowen & Co|Evercore Group|RBC Capital Markets LLC,United States Of America (North America)
154087285077,2021-09-22,EngageSmart Inc,IPO,Live,United States,2021-09-13,26.00,34.80,34.06,34.43,435.05 ,3846.87,4241.61,New York Stock Exchange,Common Stock,Firm Commitment|Negotiated Sale,6.25,North America,Americas,Technology,Software & IT Services,JP Morgan Securities LLC|Goldman Sachs & Co|BofA Securities Inc|Citigroup Global Markets Inc|Deutsche Bank Securities Inc|Raymond James & Associates Inc|Truist Securities Inc|William Blair & Co|KeyBanc Capital Markets Inc|Needham & Co LLC|Penserra Capital Management LLC|Roberts & Ryan Investments|R Seelaus & Company Inc,United States Of America (North America)
154087285190,2021-09-22,Sterling Check Corp,IPO,Live,United States,2021-09-13,23.00,26.50,25.96,25.87,377.84 ,2051.67,2210.44,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,6.25,North America,Americas,Technology,Software & IT Services,Goldman Sachs & Co|JP Morgan Securities LLC|Morgan Stanley & Co LLC|Robert W Baird & Co Inc|William Blair & Co|KeyBanc Capital Markets Inc|Nomura Securities International Inc|Stifel Nicolaus & Co Inc|ING FINANCIAL MARKETS LLC|R Seelaus & Company Inc,United States Of America (North America)
154087285236,2021-09-22,Sovos Brands Inc,IPO,Live,United States,2021-09-14,12.00,13.64,13.95,14.99,322.01 ,888.70,1210.71,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,5.75,North America,Americas,Consumer Non-Cyclicals,Food & Beverages,JP Morgan Securities LLC|Goldman Sachs & Co|BofA Securities Inc|Credit Suisse Securities (USA) LLC|Barclays Capital Inc|UBS Securities LLC|Cowen & Co|Piper Sandler & Co|Stifel Nicolaus & Co Inc|William Blair & Co|Telsey Advisory Group LLC|Drexel Hamilton LLC|Loop Capital Markets,United States Of America (North America)
154087286798,2021-09-22,Brilliant Earth Group Inc,IPO,Live,United States,2021-09-14,12.00,15.22,13.40,12.63,115.00 ,931.98,1046.98,Nasdaq,Class A Common Shares,Firm Commitment|Negotiated Sale,6.50,North America,Americas,Consumer Cyclicals,Retailers,JP Morgan Securities LLC|Credit Suisse Securities (USA) LLC|Jefferies LLC|Cowen & Co|KeyBanc Capital Markets Inc|Piper Sandler & Co|William Blair & Co|Telsey Advisory Group LLC|Cabrera Capital Markets Inc|Loop Capital Markets|Siebert Williams Shank & Co,United States Of America (North America)
154087100332,2021-09-21,Inflection Point Acquisition Corp,IPO,Live,United States,2021-08-20,10.00,9.87,9.86,9.95,329.75 ,86.25,416.00,Nasdaq,Units,Negotiated Sale|Firm Commitment,2.00,North America,Americas,Financials,Investment Holding Companies,Citigroup Global Markets Inc|Ladenburg Thalmann & Co,United States Of America (North America)
154087156144,2021-09-21,Freshworks Inc,IPO,Live,United States,2021-09-20,36.00,47.54,42.27,45.17,1128.60 ,9105.60,10234.20,Nasdaq,Class A Common Shares,Firm Commitment|Negotiated Sale,5.25,North America,Americas,Technology,Software & IT Services,Morgan Stanley & Co LLC|JP Morgan Securities LLC|BofA Securities Inc|Jefferies LLC|Barclays Capital Inc|Robert W Baird & Co Inc|Canaccord Genuity LLC|JMP Securities LLC|Needham & Co LLC|Nomura Securities International Inc|Oppenheimer & Co Inc|Piper Sandler & Co|Raymond James & Associates Inc|Amerivet Securities Inc|CastleOak Securities LP|Samuel A. Ramirez & Co.|R Seelaus & Company Inc,United States Of America (North America)
154087248457,2021-09-21,Argus Capital Corp,IPO,Live,United States,2021-08-26,10.00,10.12,10.10,10.10,304.75 ,76.19,380.94,Nasdaq,Units,Firm Commitment|Negotiated Sale,2.00,North America,Americas,Financials,Investment Holding Companies,Goldman Sachs & Co|Morgan Stanley & Co LLC,United States Of America (North America)
154087280945,2021-09-21,a.k.a. Brands Holding Corp,IPO,Live,United States,2021-09-20,11.00,9.70,9.00,10.47,110.00 ,1282.49,1392.49,New York Stock Exchange,Common Stock,Firm Commitment|Negotiated Sale,6.00,North America,Americas,Consumer Cyclicals,Retailers,BofA Securities Inc|Credit Suisse Securities (USA) LLC|Jefferies LLC|Wells Fargo Securities LLC|KeyBanc Capital Markets Inc|Cowen & Co|Piper Sandler & Co|Truist Securities Inc|Telsey Advisory Group LLC|Loop Capital Markets,United States Of America (North America)
154087285249,2021-09-21,Toast Inc,IPO,Live,United States,2021-09-20,40.00,59.00,49.78,50.96,1000.00 ,NA,19973.31,New York Stock Exchange,Class A Common Shares,Negotiated Sale|Firm Commitment,4.96,North America,Americas,Technology,Software & IT Services,Goldman Sachs & Co|Morgan Stanley & Co LLC|JP Morgan Securities LLC|KeyBanc Capital Markets Inc|William Blair & Co|Piper Sandler & Co|Canaccord Genuity LLC|Needham & Co LLC|R Seelaus & Company Inc,United States Of America (North America)
154087084986,2021-09-15,Soar Technology Acquisition Corp,IPO,Live,United States,2021-09-15,10.00,10.20,10.15,10.20,230.00 ,71.88,301.88,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,2.00,North America,Americas,Financials,Investment Holding Companies,JP Morgan Securities LLC|RBC Capital Markets LLC|BTIG LLC,United States Of America (North America)
154087146275,2021-09-15,Enact Holdings Inc,IPO,Live,United States,2021-09-13,19.00,20.00,21.78,21.32,290.83 ,3093.96,3093.96,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,6.00,North America,Americas,Financials,Banking & Investment Services,Goldman Sachs & Co|JP Morgan Securities LLC|BofA Securities Inc|Credit Suisse Securities (USA) LLC|Citigroup Global Markets Inc|Deutsche Bank Securities Inc|Keefe Bruyette & Woods Inc|BTIG LLC|Dowling & Partners Securities LLC,United States Of America (North America)
154087279906,2021-09-15,ForgeRock Inc,IPO,Live,United States,2021-09-07,25.00,47.15,46.09,33.83,316.25 ,NA,1984.48,New York Stock Exchange,Class A Common Shares,Firm Commitment|Negotiated Sale,6.75,North America,Americas,Technology,Software & IT Services,Morgan Stanley & Co LLC|JP Morgan Securities LLC|Deutsche Bank Securities Inc|Mizuho Securities USA LLC|HSBC Securities (USA) Inc|BTIG LLC|Cowen & Co|Piper Sandler & Co|Truist Securities Inc|William Blair & Co,United States Of America (North America)
154087090236,2021-09-14,Sierra Lake Acquisition Corp,IPO,Live,United States,2021-08-20,10.00,9.93,9.96,9.97,300.00 ,86.25,386.25,Nasdaq,Units,Firm Commitment|Negotiated Sale,2.00,North America,Americas,Financials,Investment Holding Companies,Cantor Fitzgerald & Co,United States Of America (North America)
154087103783,2021-09-14,CIIG Capital Partners II Inc,IPO,Live,United States,2021-09-14,10.00,10.06,10.18,10.11,287.50 ,71.88,312.50,Nasdaq,Units,Firm Commitment|Negotiated Sale,2.00,North America,Americas,Financials,Investment Holding Companies,UBS Securities LLC|Barclays Capital Inc|LionTree Advisors LLC,United States Of America (North America)
154087141102,2021-09-14,Pasithea Therapeutics Corp,IPO,Live,United States,2021-08-06,5.00,3.35,2.74,2.69,24.00 ,41.54,65.54,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,8.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,EF Hutton|WestPark Capital Inc,United States Of America (North America)
154087189618,2021-09-14,EzFill Holdings Inc,IPO,Live,United States,2021-08-20,4.00,5.20,3.38,3.25,28.75 ,75.00,103.75,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,NA,North America,Americas,Technology,Software & IT Services,ThinkEquity Partners,United States Of America (North America)
154087244243,2021-09-14,Aesther Healthcare Acquisition Corp,IPO,Live,United States,2021-09-14,10.00,10.07,10.07,NA,105.00 ,28.75,126.00,Nasdaq,Units,Firm Commitment|Negotiated Sale,2.00,North America,Americas,Financials,Investment Holding Companies,"EF Hutton|B Riley Securities Inc|Joseph Gunnar & Co., LLC",United States Of America (North America)
154087275108,2021-09-14,WinVest Acquisition Corp,IPO,Live,United States,2021-09-14,10.00,10.09,10.12,10.21,115.00 ,25.00,140.00,Nasdaq,Units,Negotiated Sale|Firm Commitment,2.00,North America,Americas,Financials,Investment Holding Companies,Chardan Capital Markets LLC,United States Of America (North America)
154087275248,2021-09-14,Procept Biorobotics Corp,IPO,Live,United States,2021-09-08,25.00,NA,NA,NA,188.49 ,892.84,1081.32,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Healthcare Services & Equipment,BofA Securities Inc|Goldman Sachs & Co|Cowen & Co|Guggenheim Securities LLC|SVB Leerink LLC,United States Of America (North America)
154087278379,2021-09-14,Tyra Biosciences Inc,IPO,Live,United States,2021-09-14,16.00,20.81,18.41,16.38,198.72 ,185.51,384.23,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,BofA Securities Inc|Jefferies LLC|Cowen & Co,United States Of America (North America)
154087278431,2021-09-14,Thoughtworks Holding Inc,IPO,Live,United States,2021-09-14,21.00,31.46,30.00,26.09,889.74 ,138.57,6406.76,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,5.50,North America,Americas,Technology,Software & IT Services,"Goldman Sachs & Co|JP Morgan Securities LLC|Credit Suisse Securities (USA) LLC|BofA Securities Inc|Citigroup Global Markets Inc|RBC Capital Markets|HSBC Securities (USA) Inc|Cowen & Co|Nomura Securities International Inc|Piper Sandler & Co|Robert W Baird & Co Inc|Wedbush Securities, Inc.|William Blair & Co|CastleOak Securities LP|Mischler Financial Group Inc|Siebert Williams Shank & Co",United States Of America (North America)
154087278482,2021-09-14,Dutch Bros Inc,IPO,Live,United States,2021-09-14,23.00,48.00,50.88,50.90,556.84 ,702.16,1259.00,New York Stock Exchange,Class A Common Shares,Firm Commitment|Negotiated Sale,6.25,North America,Americas,Consumer Non-Cyclicals,Food & Drug Retailing,BofA Securities Inc|JP Morgan Securities LLC|Jefferies LLC|Barclays Capital Inc|Piper Sandler & Co|Robert W Baird & Co Inc|William Blair & Co|Cowen & Co|Stifel Nicolaus & Co Inc|Amerivet Securities Inc|Penserra Capital Management LLC|R Seelaus & Company Inc|Tribal Capital Markets LLC,United States Of America (North America)
154087278842,2021-09-14,Definitive Healthcare Corp,IPO,Live,United States,2021-09-14,27.00,47.22,44.30,39.33,483.00 ,2363.02,2846.02,Nasdaq,Class A Common Shares,Negotiated Sale|Firm Commitment,6.26,North America,Americas,Technology,Software & IT Services,Goldman Sachs & Co|JP Morgan Securities LLC|Morgan Stanley & Co LLC|Barclays Capital Inc|Credit Suisse Securities (USA) LLC|Deutsche Bank Securities Inc|Canaccord Genuity LLC|Raymond James & Associates Inc|Stifel Nicolaus & Co Inc|Drexel Hamilton LLC|Loop Capital Markets,United States Of America (North America)
154087282437,2021-09-14,DICE Therapeutics Inc,IPO,Live,United States,2021-09-14,17.00,34.75,32.66,25.15,234.60 ,38.23,272.83,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.00,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,BofA Securities Inc|SVB Leerink LLC|Evercore Group,United States Of America (North America)
154087284389,2021-09-14,Endurance Acquisition Corp,IPO,Live,United States,2021-09-14,10.00,9.90,9.94,9.97,200.00 ,57.50,257.50,Nasdaq,Units,Negotiated Sale|Firm Commitment,2.00,North America,Americas,Financials,Investment Holding Companies,Cantor Fitzgerald & Co|Truist Securities Inc,United States Of America (North America)
